,replacement
66017,usomeke
66018,chombe
66020,kingobwe
66024,vugwama kati
66029,bunukangoma
66032,nyakitanga
66034,isalalo
66045,ccb
66048,pamila
66052,mang'amba
66053,lulanzi
66054,shinga
66057,nyarukongogo a
66061,ihenye
66066,dosidosi
66067,mubamba
66068,kamsamba kati
66070,ngombezi
66073,matadi a
66074,tuleane
66075,olubomba
66078,kakirungu
66084,shambwe
66087,kahangara
66089,dofa
66091,nselembwe
66094,umarini
66095,stand a
66098,kahangara
66099,ipondejo
66100,kilalanic
66101,kasanda
66102,konjula
66106,itete a
66109,mbae mashariki
66110,mlesa
66113,no 1
66115,kapugi
66120,ruponda
66121,i/kati
66122,matosa
66123,ngwala kati
66124,mahango
66125,kabirizi mangaribi
66128,lituta
66130,kwa jokoo
66131,matimba
66137,misha
66140,ngeke
66141,chamti
66143,busango
66149,maini
66158,walla
66159,mandawa
66164,mofi
66166,kemugesi
66169,mgwasi
66170,nyaruziba
66174,loloiboni
66175,kishale
66176,itugutu
66177,nyabusozi
66180,tlawi juu
66183,migege
66184,lokini
66185,shinga
66190,izigira
66192,mkapita
66194,reha
66195,mikameni
66200,ipito
66201,tandai
66202,hilu
66204,ruponda
66206,usisya kati
66210,izika
66211,mahango
66214,majiji
66215,mauo
66216,mkwalia
66221,mirambi
66222,irangi
66223,amuhama
66225,ilela
66235,mavinuni
66239,mwiluti
66240,magatini
66242,stahabu azimio
66243,liwa
66244,nyabuyange b
66245,usisya kati
66247,nyanzenda center
66249,mankwi
66253,ndalambo kati
66255,matadi a
66259,kisumba kati
66263,ruponda
66264,mkoka
66265,lekako
66266,dofa
66268,kitonto
66270,imalangi
66273,imalangi
66275,nsanga
66278,kigale
66279,nanyati
66287,liomero
66288,nyakibanga
66289,unguuni
66290,nduta
66294,no 1
66295,mtalala
66296,bugumwa
66297,mwalise
66299,sebuleni
66303,sebuleni
66304,nakibondo
66305,manuwas
66307,centre
66308,kihogazi
66309,mubamba
66310,doroto
66315,iziwira
66316,uhemeli kati
66317,migege
66318,ololua
66319,nyarukongogo a
66320,mubamba
66321,mbambala
66325,makovo
66326,ikokotela
66327,ihenye
66332,buswalila
66334,shinga
66336,ruhuwiko kanis
66337,nsololo tankini
66340,itungulu
66341,migege
66346,ishigwandama
66347,chalinze mzee a
66348,emao
66350,mtalala
66353,mijelejele
66358,kinyamwel
66361,kilungu
66363,lituhi 'a'
66364,chakwale mjini
66369,kiegeani
66370,mhekela kati
66373,ngombezi
66374,makovo
66375,lusangi
66376,sagamaganga b
66379,tarakwa
66380,no 1
66381,mikameni
66383,kilungu
66384,shambwe
66385,ilongelo
66387,bulaho
66388,maforoni kati
66392,misha
66394,mshoka
66395,kwakoa
66396,shuleni street
66397,kabwana
66398,maini
66400,michenga c
66405,mengeni
66407,bwani
66408,difungo
66411,chisichili
66413,kuvukareli
66415,masela
66418,mubamba
66422,mgeduli
66423,makwale wanu
66424,kyimo
66427,emao
66429,centre
66430,chakwale mjini
66434,nyabenge
66436,lituhi 'a'
66437,bukigi
66439,tuleane
66441,mkapita
66442,ngombezi
66447,nyamerama
66448,kitui
66449,hilu
66450,iziwira
66451,intera
66456,endasak
66460,tupa
66461,irangi
66462,ngando
66463,jumuiya
66464,kimeroki
66466,mwabeya
66467,kipera njiapanda
66469,tahuru
66470,iziwira
66471,weruweru
66473,doma store
66478,liwola
66485,tandai
66487,nanga kati
66488,jabutwa
66489,mtindili
66492,kibengele
66493,nsololo tankini
66494,walla
66497,mwalukuliko
66499,nyanzenda center
66500,nyanzenda center
66506,kabagombe
66507,ngelele
66509,ngerekwe
66510,bunukangoma
66514,mtamba shule
66517,lutumbi
66521,shihando
66525,kwiriba
66528,igegu
66529,ngando
66533,nyabusozi
66534,itunda a
66535,mshoka
66542,ngweni
66543,marukeni
66544,walla
66546,lugongoni
66547,kamnyalile
66550,msitu wa tembo b
66553,naepo
66557,mtaa wa zingiziwa
66558,nakiu
66560,kasemi
66561,mengeni
66563,naimba
66565,mwanga a
66572,maloya
66575,sogeambele
66576,mankwi
66581,kigale
66582,nyakisiku
66585,moteti
66592,nure
66595,mtaa wa zingiziwa
66596,mchekeni
66597,raha leo b
66598,kigale
66600,ikemeja
66602,nyashitundu
66604,mapojoni kati
66606,barabara 7
66607,chakahaya
66608,junjuhu
66611,kingobwe
66614,igo
66616,rabai
66621,wita
66622,shihando
66623,tuleane
66627,nanyati
66631,mengeni
66634,ruvuma a
66635,simambwe
66637,kamwene
66641,barabara 7
66644,busota
66646,lusind
66649,ingerin
66650,mgama a
66652,kigongoni street
66656,nyanghuluku
66657,meshili
66658,msitu wa tembo c
66660,mubamba
66663,kiselya
66664,mtaa wa tungini
66667,nsojo
66668,stand a
66670,kumutumba
66672,lugongoni
66673,centre
66675,lumemo a
66678,lumbila kati
66680,isalalo
66681,barabara 7
66685,mara b
66686,nyakuguma
66690,kamnyalile
66692,endasak
66693,itungulu
66694,mkorongoni
66695,katyongoli
66696,kamilangete
66697,mbarika
66698,buyoga
66699,bwawan
66700,itungulu
66702,ng'ombo kati
66705,simbo
66709,kwiriba
66711,ngombezi
66722,kambai
66723,igo
66724,kibama
66726,mwagwisu
66727,bunukangoma
66731,buswalila
66733,chumo b
66734,ngayagaye
66740,mushori
66746,jongo
66748,sangamwampuya
66749,bwawan
66751,kasemi
66752,kwiriba
66753,kibululu
66754,mbae mashariki
66755,chakalamba
66756,zongomela
66758,dinyanga
66759,mgeo
66761,hilu
66765,kimiza
66766,ishilanga
66769,kafulo
66773,ngando
66774,mhaka
66784,ikokotela
66791,nanga kati
66792,msela
66793,salanga
66794,kabagombe
66795,laiza
66801,m/kati
66803,mzenga a
66804,imalangi
66805,imalangi
66811,kabirizi mangaribi
66814,litembo chini
66815,mengeni
66816,iziwira
66817,kishewa
66818,saja kati
66819,lengare
66821,lowasi
66823,mirambi
66825,muwara
66826,miyomboni
66827,marumbo
66828,kingobwe
66829,masia
66834,barabara 7
66836,mrahembe
66841,ngerengere kaskazini
66843,hinjiri
66845,mikameni
66846,mwakilu
66847,bukigi
66855,siuyu
66858,kanalunwa
66859,chamti
66860,mtoninganga
66863,itinde
66864,nure
66865,mkuhi kati
66868,igegu
66871,mwamagunguli
66875,mgeo
66878,iropa
66879,kahangara
66881,isalalo
66882,bulyang'ombe kati
66883,mungaa
66884,matongolo
66886,ugunigu
66890,kwiriba
66891,budushi b
66894,mondelo
66896,iropa
66897,mokoro
66899,amuhama
66900,mfulu
66901,dulaghag
66902,kabirizi mangaribi
66905,ngelele
66907,nyanzenda center
66908,nemba
66913,seela kati
66915,lyamko
66916,msanzi kati
66919,kigale
66920,mungumaji
66922,raha leo b
66923,makovo
66925,chalangwa a
66928,ilela
66931,chizomoche
66934,kiwela a
66937,kasanda
66939,sebuleni
66941,muyenzi
66942,nselembwe
66943,mumigongo
66946,bulige
66948,ishihimulwa
66949,lusangi
66950,kwasungura
66952,isalalo
66953,mji a
66954,kahangara
66957,kamilangete
66958,chakahaya
66967,shuleni street
66968,lupanga a
66969,mkukwe
66970,mkwalia
66972,kishale
66975,kwiriba
66976,mara a
66977,godauni a
66978,bukigi
66979,irua
66984,nyanzenda center
66985,lupanga b
66991,mnadan
66993,shihando
66994,itaba
66998,dabus
66999,sopa kati
67001,hinjiri
67005,sango
67006,salanga
67010,walla
67011,bwawan
67013,kichongo
67015,iyembela b
67020,orbesh
67022,mwagala b
67030,imalangi
67034,msaranga street
67038,busekwa
67050,rugongoni
67052,izika
67054,ilela
67056,ngando
67057,iduta
67059,mpondomo
67074,shuleni street
67075,kigugu
67082,mshoka
67083,migege
67088,nyanzenda center
67090,kinyinya
67092,mkwaja
67095,mahango
67097,masia
67102,unyarughe
67105,nselembwe
67107,no 1
67109,ilomba
67110,ishihimulwa
67111,chakenge
67112,isalalo
67113,miziro
67114,fungafunga
67115,ngerekwe
67116,kabakara
67118,itugutu
67119,igominyi
67122,machengere
67127,sufi
67128,mlesa
67131,ibangamoyo
67132,isingiro stati
67133,ishilanga
67134,kwa tulele
67137,m/kati
67140,kumutumba
67141,nyambili kaskazin
67143,yungu
67144,buhekela
67147,mhekela kati
67152,mashishineni
67153,qossos
67154,kumwai
67155,ngerekwe
67158,bukigi
67160,kipatimu boma
67164,irangi
67166,nkiniziwa c
67169,kilungu
67170,nyakanazi kati
67172,nakiu
67178,tlawi juu
67180,kasanda
67182,omukashenyi
67187,sebuleni
67188,ngweni
67191,matambwe
67194,madindo
67196,pamila
67199,ngagama
67201,mumigezi
67205,mtalala
67210,mara b
67219,nkenku
67222,lituhi 'a'
67223,lihami
67224,nyabihore
67228,orbesh
67230,kirueni kati
67231,walla
67234,maliseni
67237,walla
67238,nyundo
67239,kabirizi mangaribi
67240,kasemi
67241,ipapa kati
67242,mikole
67247,sangamwampuya
67255,mkwaja
67259,hilu
67261,mandel
67262,isoka
67263,bukene mjini
67267,kabirizi mangaribi
67268,mang'amba
67270,litembo chini
67272,lusangi
67275,nsojo
67278,dinyanga
67280,iziwira
67281,itungulu
67283,tlawi juu
67285,igegu
67287,tupa
67288,godauni a
67289,laiza
67290,mandangeni
67293,kidalini
67296,nanjirinji b
67298,igelango
67299,maliseni
67300,mofi
67301,mirambi
67302,buhekela
67305,losirwa
67308,mtindili
67314,wasso
67316,m/kati
67318,mbambala
67319,kabwana
67320,kiwalaa
67321,isalalo
67322,tuleane
67324,usisya kati
67331,lyangoloko
67332,nkiniziwa c
67334,nyamihini
67335,kiswila
67336,no 1
67337,murigha
67344,mwabeya
67345,uyamba
67347,iziwira
67355,no 1
67357,ibadakuli kati
67359,mandawa
67360,sokomsuya
67363,muyegeani
67366,mganza kati
67367,msanzi kati
67373,nsanga
67374,ilongelo
67375,kasanda
67378,bwawan
67382,igomamhuli a
67383,kambai
67385,mwantondo
67388,mpondomo
67390,ndamba
67391,kamnyalile
67392,kibama
67396,hinjiri
67401,ngoswak
67402,liwola
67403,mshoka
67404,liwola
67405,nsololo tankini
67409,mwitambo
67410,ipinda
67412,lomishila
67413,kiromo b
67415,mji a
67418,kikara
67419,kabwana
67420,shanga
67424,itugutu
67425,gweselo
67428,muyenzi
67429,walla
67432,matadi a
67434,sebuleni
67435,nsololo tankini
67436,mpondomo
67437,ngerengere kaskazini
67438,sango
67439,mondelo
67440,matwalani
67441,sangamwampuya
67448,ishilanga
67449,budushi b
67452,mwandeti
67455,sopa kati
67456,sayuni
67458,itete a
67459,kidalini
67460,ruvuma juu
67462,kabera
67466,nyanzenda center
67470,kasemi
67471,izika
67474,mkwalia
67476,kashozi b
67480,mahango
67481,mraurau
67487,mahokoi
67488,gudugudu
67491,mikameni
67498,matundasi a
67499,mgeduli
67501,tuleane
67504,nyanungu
67507,kihogazi
67508,matimba
67510,chisichili
67512,kidoma
67514,liomero
67516,tuleane
67522,misheni kati
67524,kasanda
67525,mbesi
67528,irangi
67529,muningori
67533,simha
67536,weruweru
67538,irangi
67539,buyoga
67540,magangasenga
67541,matini
67547,magatini
67552,mria
67553,kiegeani
67556,kidalini
67559,kigugu
67561,iyalawe
67564,lalago mjini
67569,nyakisiku
67573,kabagombe
67575,nyashishi
67582,moivaro
67583,mdaga
67584,ngombezi
67587,ndalambo kati
67588,imalangi
67589,lyamrakana
67590,jineri
67591,lumbila kati
67593,mbesi
67595,ishilanga
67596,itungulu
67599,mengeni
67600,moteti
67601,mvinila
67602,misheni kati
67603,msimba a
67604,tindigani a
67605,manga magharibi
67606,misheni kati
67607,usisya kati
67609,mlete
67610,bweni
67611,dakau kati
67614,dinyanga
67616,iyunguya
67621,mang'amba
67624,ilkisongo chini
67626,mandateni
67627,ndalambo kati
67629,arati
67631,beselini
67635,nyakanazi kati
67636,mkwalia
67638,kiwalaa
67639,igomamhuli a
67640,kainam
67641,murusagamba
67642,godauni a
67643,mwaluzilo
67645,barabara 7
67646,mjure
67647,emao
67650,m/kati
67653,ngerekwe
67660,kitipwi
67663,nambele
67668,ilela
67670,mwamagunguli
67671,gumali
67672,litembo chini
67673,intera
67674,chakwale mjini
67675,kaduduma
67676,mirambi
67678,nselembwe
67680,bukene mjini
67682,mshoka
67687,matanda
67689,kanalunwa
67690,iwanga kati
67691,kashozi b
67696,kyimo
67699,kigonigoni
67703,simha
67706,bukiriro kati
67709,isalalo
67711,mungumaji
67714,ipoma
67719,isalalo
67720,go down
67721,new city
67726,kibululu
67728,mumirama
67729,ngujini
67733,mwayaya
67737,buswalila
67738,ishilanga
67748,matwalani
67751,igegu
67752,barabara 7
67755,barabara 7
67756,mkapita
67757,kamanyo
67758,nyanzenda center
67759,mwabeya
67761,shanga
67762,ikiligano
67764,nyamkong'oti
67768,no 1
67770,engikaleti
67772,kibati
67778,kabirizi mangaribi
67784,imalangi
67787,chalinze mzee b
67788,kanalunwa
67789,mvae
67790,mlindila
67792,matadi a
67799,jj
67800,mji a
67801,godauni a
67802,mhunda
67803,nyabenge
67804,no 1
67806,imalangi
67812,itaba
67813,raha leo b
67817,mkululu
67818,mkuhi kati
67820,i/kati
67822,itundu
67826,lituhi 'a'
67829,kwiriba
67830,miangalua kati
67836,nyanghuluku
67839,marukeni
67841,mraurau
67846,kapugi
67847,ikungulyankoma
67849,emao
67851,migambo
67852,mhaka
67853,dinyanga
67855,maforoni kati
67857,buyoga
67859,zaburi
67860,kwasungura
67864,batini b
67865,maganju
67866,itugutu
67868,ruponda
67870,bulifani
67871,maliseni
67872,matanka
67875,masumuni
67876,madizini kati
67878,ikiligano
67887,lusahunga kati
67890,stand a
67891,miziro
67892,orbesh
67893,igegu
67894,batini b
67896,msanzi kati
67898,maande
67899,nyambili kaskazin
67900,mpondomo
67904,ndolelezi
67905,bwawan
67912,mofi
67916,igominyi
67925,kiduguda a
67930,mchekeni
67937,kitahemu
67939,mkomang'ombe
67941,ipilingitya
67942,shuleni street
67944,maande
67946,mji a
67947,kashenshero
67948,no 1
67949,nyakasero
67950,iyunguya
67951,mbwamaji
67956,mahango
67957,iragua kati
67959,emao
67962,ipilingitya
67965,kinyamwel
67969,disa mtaoni
67971,kahangara
67973,liwola
67974,uyamba
67975,bastena
67976,mgwashi
67979,itungulu
67982,ngoswak
67984,igo
67985,michenga c
67986,mara b
67987,izigira
67992,ishilanga
67997,mara a
67999,kwiriba
68001,dinyanga
68003,chizomoche
68004,mubamba
68005,manuwas
68011,nakibondo
68012,nsololo tankini
68015,melela
68016,benaco
68019,siuyu
68021,kagondo kaifo
68022,namalema
68024,mkoka
68027,mkorongoni
68028,mwamagunguli
68031,lwanji
68033,bukene mjini
68035,kishale
68041,olinyidi
68048,masanwa
68049,nyabenge
68051,kenswa mta wa kwanza
68052,masinonda
68057,nyakasero
68058,kabwana
68060,changaraw
68061,kabirizi mangaribi
68069,maliasili
68070,mkwalia
68074,kabirizi mangaribi
68076,nsojo
68080,mwagwisu
68084,mbweni
68086,itinde
68087,godauni a
68089,kindiwiti
68090,mirambi
68091,isalalo
68092,goha
68093,shambwe
68094,kware
68096,kabwana
68099,mkomambinda
68104,kuvukareli
68109,iwaleni
68111,kwasungura
68113,nzumba
68115,murusagamba
68121,kaduduma
68122,shanga
68123,kamnyalile
68130,miziro
68132,amuhama
68134,dosidosi
68136,no 1
68141,murusagamba
68143,kuvukareli
68147,no 1
68149,kagondo kaifo
68153,itungulu
68158,olorien
68160,itugutu
68162,kidalini
68168,uyamba
68169,kwa faki
68171,mwakilu
68173,madindika
68175,itaba
68178,mwamagunguli
68182,riata
68184,msowero c
68186,mubamba
68190,uponera juu
68192,kigero
68193,kyangwe
68199,usesi
68201,mwiluti
68206,kilongoni
68210,katindiuka c
68214,mwalukuliko
68215,jj
68219,lung'angali
68220,ruponda
68221,kwiriba
68225,kurungeni
68226,busango
68228,kigale
68231,mji a
68236,shuleni street
68237,busota
68238,melela
68239,matindigani street
68240,marumbo
68241,marumbo
68245,mkondachi
68246,usisya kati
68250,nyarumanga
68252,hilu
68257,nyakitanga
68258,m/kati
68262,embaruway
68263,kaole
68264,mandawa
68265,misheni c
68267,unyang'ongo
68271,m/kati
68274,muhintiri
68275,mgama a
68279,mji a
68280,mushori
68283,ikungula
68284,kasiki
68285,dabus
68287,ilengititu
68290,mankwi
68292,hinjiri
68294,no 1
68297,zongomela
68298,nyanzari
68300,kabwana
68304,itugutu
68307,hilu
68311,kwiriba
68312,kashozi b
68316,jj
68318,madizini kati
68319,liomero
68321,dakau kati
68323,bwani
68326,mahanzi
68328,mwabakali
68331,ikiligano
68339,ikokotela
68340,moniki
68341,usisya kati
68344,bigwa barabarani
68346,mahango
68347,ihela shu
68353,kimandafu
68354,kitipwi
68361,kabagombe
68363,gwanumpu a
68367,nselembwe
68369,friend's corner
68370,amuhama
68373,mombea
68375,nyakibanga
68376,misheni kati
68377,kenswa mta wa kwanza
68378,unyang'ongo
68381,ng'amba
68386,mtindili
68387,bukigi
68388,tunzi
68398,nakibondo
68401,bugumwa
68405,kambai
68406,gedamar b
68407,chalongwe
68410,mkwalia
68412,friend's corner
68413,kabwana
68418,digodigo mjini
68422,geteba
68423,rabai
68430,sovoyo
68436,halare
68438,nyakasero
68441,godauni a
68444,mria
68445,ipilingitya
68447,mhaka
68448,mbingu
68450,murusagamba
68451,kiegeani
68452,riata
68453,ngeke
68454,chakahaya
68456,mbweera
68461,kwiriba
68465,ipapa kati
68466,katoke centre
68468,mlenvya
68469,kwitangi
68470,yaeda kati
68472,amuhama
68473,igelehedza b
68476,kipatimu boma
68479,litembo chini
68487,qaru
68488,chiloloma
68489,usesi
68492,rulemba
68494,kidalini
68499,kaluyango
68501,dakau kati
68502,mijelejele
68505,kidalini
68507,isalalo
68509,mkulwe kati
68510,mahango
68512,mwabakali
68515,stand a
68520,modoni
68521,marukeni
68523,kamwene
68529,gwandamula
68530,msegelele
68532,reha
68533,mumigezi
68534,lumbila kati
68536,lusangi
68539,kahangara
68540,d/mashariki
68542,isalalo
68543,kabera
68545,ruvuma a
68546,yerico
68547,mlete
68548,kimiza
68549,uhemeli kati
68553,kamanyo
68554,dinyanga
68556,cha mashariki
68559,onya
68564,igalila
68566,mwaluzilo
68567,sangamwampuya
68568,kishale
68569,kiverenge
68571,nsololo tankini
68572,majiji
68573,kagenyi b
68575,madizini kati
68577,pasua sokoni street
68579,changaraw
68582,kanalunwa
68584,kisondela
68590,chumvu juu
68591,wigelekelo mashariki
68593,kumwai
68594,mwaluzilo
68595,mchemela
68597,kasemi
68599,mungaa
68600,kumkomakoma
68602,kitipwi
68603,isalalo
68604,mokoro
68607,barabara 7
68611,gwanumpu a
68612,orbesh
68614,usita
68615,komankwavi
68618,mbesi
68619,tupa
68620,kahangara
68621,kishewa
68623,nselembwe
68627,katyongoli
68629,amuhama
68631,barabara 7
68634,utsewa
68635,unyang'ongo
68636,mirambi
68638,nyanzenda center
68640,bukene mjini
68641,kumutumba
68642,matekelo
68645,kiswila
68646,dosidosi
68647,maduka
68651,ismailiya
68652,ipapa kati
68654,kwiriba
68655,kibululu
68656,ikungulyankoma
68657,mganza kati
68659,sokomsuya
68661,lumbila kati
68664,kuvukareli
68667,kigale
68670,kemugesi
68672,mtunge
68676,mwakilu
68680,kwekangaga
68681,mengeni
68682,kamilangete
68683,cha mashariki
68689,kuvukareli
68690,shuleni street
68695,saja kati
68696,komstari
68697,litembo chini
68698,kibati
68699,ikemeja
68702,mungumaji
68705,mubamba
68706,usisya kati
68709,maring'a
68711,chavakaa
68715,kingereka
68717,ngando
68718,booni
68719,kibiti kati
68720,isingiro stati
68721,usisya kati
68722,batini b
68727,dinyanga
68728,lutumbi
68729,usomeke
68734,eworendeke
68736,bukigi
68739,ukereni
68740,chakwale mjini
68741,amuhama
68743,mailimia
68745,mirambi
68747,kuvukareli
68750,manga magharibi
68752,geteba
68754,tuleane
68756,mungumaji
68757,kuvukareli
68762,manga magharibi
68766,mbweera
68768,tabora b
68769,mabamba mjini
68774,meshili
68775,dinyanga
68777,eworendeke
68782,manga magharibi
68783,moteti
68785,kumkomakoma
68789,rabai
68790,maliasili
68791,luwaita juu
68792,kigale
68793,manga magharibi
68798,yungu
68799,mzambaraweni
68801,mwabakali
68802,mparamawe
68803,mtaa wa mbondole
68804,ngerezini
68806,moivaro
68809,mtalala
68810,buswalila
68811,ilkisongo chini
68818,kanalunwa
68822,dofa
68823,ndrumangeni
68830,mungumaji
68832,izigira
68834,manga magharibi
68835,mria
68837,mubamba
68841,kowere
68843,mara b
68847,kangabusharo
68849,moteti
68850,ngando
68851,mijelejele
68853,irangi
68858,bunazi a
68859,emao
68861,kumwai
68866,ishigwandama
68870,kibiti kati
68873,ndamba
68886,endasak
68890,nselembwe
68892,mvae
68893,mkorongoni
68902,ilela
68903,migege
68904,ismailiya
68905,chizomoche
68907,usisya kati
68909,nzihi b
68910,chisichili
68911,kuvukareli
68913,ndamba
68914,chiloloma
68916,moteti
68917,gwanumpu a
68920,ng'ombo kati
68924,amrushu kisale
68926,itundu
68927,mugongo
68930,sangamwampuya
68931,masa chini
68933,malolo chini
68938,doma store
68939,igegu
68940,katanini street
68942,ikokotela
68943,omukashenyi
68944,dabus
68949,mwandeti
68950,lisimonji
68952,ng'ai
68953,iwanga kati
68954,ibadakuli kati
68962,marumbo
68965,mnadan
68966,bugumwa
68969,seuli
68972,kainam
68973,liomero
68978,kamwene
68979,kibululu
68981,ng'ai
68982,kibori
68986,kingobwe
68988,mishenye
68994,engikaleti
68996,ikovo
69006,sopa kati
69008,amuhama
69010,zegereni
69012,kagarama
69016,mumigongo
69018,mbingu
69020,liwola
69026,kaluyango
69028,iziwira
69029,kiwela a
69030,mgwashi
69031,kashenshero
69033,zaburi
69036,magadu
69038,mubamba
69039,mkwalia
69040,kabulonge
69042,m/kati
69045,lyamrakana
69048,kariwa kaskazini
69049,mijelejele
69050,matarura
69052,mbingu
69053,mbambala
69054,go down
69055,mkapita
69056,migege
69058,kangabusharo
69059,chakwale mjini
69063,orbesh
69070,mahongole a
69074,sangamwampuya
69079,moa
69080,moteti
69082,msanzi kati
69083,kilingeni
69084,patandi
69086,difungo
69087,i/kati
69088,mawulo
69091,sumlei
69094,nselembwe
69096,kiswila
69098,general tyre
69102,nduta
69104,mariranga
69105,kibosou
69106,bwawan
69107,iwaleni
69110,lepoloseki
69111,chamti
69113,afrka ya kati
69114,mara b
69116,mkatanga
69119,junjuhu
69120,chiloloma
69122,mubamba
69123,wigelekelo mashariki
69126,ibangamoyo
